booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,number_of_rooms,adults_count,children_count
RES-12058,G-4430,2025-05-29,2025-08-17,2025-08-20,RT_SUI,RC_RACK,CH_CORP,Leisure,Cancelled,0,1,1,0
RES-12652,G-3475,2025-06-13,2025-08-17,2025-08-23,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,1050,1,2,1
RES-12726,G-2766,2025-08-16,2025-08-17,2025-08-18,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,280,1,2,1
RES-12797,G-3001,2025-08-17,2025-08-17,2025-08-18,RT_SUI,RC_RACK,CH_GDS,Business,Checked-Out,450,1,1,0
RES-12810,G-2133,2025-08-06,2025-08-17,2025-08-18,RT_DK,RC_NONREF,CH_WALK,Transient,Checked-Out,212.5,1,2,0
RES-12905,G-4774,2025-07-28,2025-08-17,2025-08-24,RT_SQ,RC_PROMO,CH_CORP,Leisure,Checked-Out,735,1,1,0
RES-12932,G-4897,2025-06-22,2025-08-17,2025-08-20,RT_DK,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,1,0
RES-13012,G-3628,2025-08-16,2025-08-17,2025-08-19,RT_SUI,RC_CORP,CH_OTA,Business,Checked-Out,720,1,1,0
RES-13018,G-2031,2025-06-01,2025-08-17,2025-08-22,RT_OV,RC_RACK,CH_CORP,Leisure,Checked-Out,1750,1,1,1
RES-13197,G-4257,2025-07-03,2025-08-17,2025-08-20,RT_OV,RC_PROMO,CH_DIR,Leisure,No-Show,0,1,1,1
RES-13203,G-1514,2025-07-29,2025-08-17,2025-08-21,RT_OV,RC_RACK,CH_OTA,Transient,Cancelled,0,1,1,1
RES-13484,G-4031,2025-07-28,2025-08-17,2025-08-20,RT_SQ,RC_PROMO,CH_DIR,Leisure,Cancelled,0,1,1,0
RES-13658,G-3696,2025-08-15,2025-08-17,2025-08-18,RT_DK,RC_RACK,CH_GDS,Business,Checked-Out,250,1,1,0
RES-13758,G-3295,2025-08-04,2025-08-17,2025-08-21,RT_OV,RC_RACK,CH_GDS,Transient,Cancelled,0,1,1,1
RES-14010,G-4828,2025-05-24,2025-08-17,2025-08-24,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,735,1,2,1
RES-14094,G-3088,2025-07-21,2025-08-17,2025-08-21,RT_OV,RC_NONREF,CH_DIR,Transient,Checked-Out,1190,1,2,1
RES-14467,G-1024,2025-08-14,2025-08-17,2025-08-19,RT_DK,RC_RACK,CH_GDS,Business,Checked-Out,500,1,1,0
RES-14526,G-2950,2025-06-12,2025-08-17,2025-08-21,RT_SQ,RC_PROMO,CH_CORP,Leisure,Checked-Out,420,1,2,0
RES-14764,G-3915,2025-05-24,2025-08-17,2025-08-24,RT_OV,RC_PROMO,CH_CORP,Leisure,Checked-Out,1715,1,2,1
RES-14916,G-3295,2025-08-13,2025-08-17,2025-08-18,RT_DK,RC_RACK,CH_CORP,Business,Checked-Out,250,1,2,1
RES-14932,G-4645,2025-06-27,2025-08-17,2025-08-24,RT_DK,RC_RACK,CH_CORP,Leisure,Confirmed,1750,1,1,1
RES-15136,G-1873,2025-08-12,2025-08-17,2025-08-19,RT_OV,RC_CORP,CH_DIR,Group,Cancelled,0,1,1,1
RES-15183,G-1253,2025-06-10,2025-08-17,2025-08-24,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,735,1,2,1
RES-15209,G-1843,2025-07-23,2025-08-17,2025-08-21,RT_OV,RC_AAA,CH_GDS,Wholesale,Cancelled,0,1,1,1
RES-15297,G-1762,2025-08-03,2025-08-17,2025-08-18,RT_DK,RC_CORP,CH_WALK,Wholesale,Confirmed,200,1,2,0
RES-15395,G-4197,2025-08-10,2025-08-17,2025-08-19,RT_SUI,RC_AAA,CH_DIR,Transient,Checked-Out,810,1,1,0
RES-15539,G-1609,2025-08-09,2025-08-17,2025-08-20,RT_DK,RC_AAA,CH_GDS,Transient,Checked-Out,675,1,2,1
RES-15569,G-3101,2025-08-03,2025-08-17,2025-08-20,RT_SQ,RC_PROMO,CH_WALK,Transient,Cancelled,0,1,1,0
RES-15788,G-4310,2025-08-10,2025-08-17,2025-08-19,RT_SUI,RC_CORP,CH_CORP,Transient,Checked-Out,720,1,2,1
RES-16062,G-4111,2025-08-12,2025-08-17,2025-08-19,RT_OV,RC_CORP,CH_WALK,Business,Checked-Out,560,1,1,0
RES-16157,G-4335,2025-08-01,2025-08-17,2025-08-18,RT_OV,RC_PROMO,CH_CORP,Group,Checked-Out,245,1,2,0
RES-16323,G-3789,2025-08-11,2025-08-17,2025-08-18,RT_SUI,RC_RACK,CH_DIR,Business,Checked-Out,450,1,2,1
RES-16467,G-4426,2025-08-10,2025-08-17,2025-08-21,RT_SUI,RC_AAA,CH_CORP,Wholesale,Checked-Out,1620,1,2,0
RES-16564,G-2474,2025-07-30,2025-08-17,2025-08-20,RT_DK,RC_NONREF,CH_OTA,Group,Cancelled,0,1,2,1
RES-16721,G-3463,2025-07-12,2025-08-17,2025-08-20,RT_DK,RC_RACK,CH_OTA,Leisure,Cancelled,0,1,2,1
RES-17099,G-3284,2025-08-02,2025-08-17,2025-08-21,RT_DK,RC_AAA,CH_GDS,Transient,Checked-Out,900,1,1,0
RES-17195,G-3123,2025-07-30,2025-08-17,2025-08-21,RT_DK,RC_PROMO,CH_CORP,Leisure,Checked-Out,700,1,2,0
RES-17699,G-3235,2025-07-29,2025-08-17,2025-08-18,RT_SQ,RC_NONREF,CH_CORP,Group,Cancelled,0,1,2,0
RES-17704,G-4275,2025-08-11,2025-08-17,2025-08-19,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,400,1,2,0
RES-17935,G-2827,2025-07-20,2025-08-17,2025-08-18,RT_SQ,RC_NONREF,CH_DIR,Wholesale,Checked-Out,127.5,1,2,1
RES-18249,G-2944,2025-08-11,2025-08-17,2025-08-18,RT_SUI,RC_CORP,CH_CORP,Business,Checked-Out,360,1,2,0
RES-18431,G-1066,2025-08-17,2025-08-17,2025-08-18,RT_OV,RC_CORP,CH_OTA,Business,Confirmed,280,1,2,1
RES-18540,G-1972,2025-07-23,2025-08-17,2025-08-20,RT_DK,RC_RACK,CH_DIR,Group,Checked-Out,750,1,1,1
RES-18759,G-3298,2025-07-28,2025-08-17,2025-08-21,RT_OV,RC_RACK,CH_OTA,Group,Checked-Out,1400,1,2,1
RES-18842,G-4506,2025-07-21,2025-08-17,2025-08-20,RT_SQ,RC_PROMO,CH_WALK,Leisure,No-Show,0,1,1,1
RES-19136,G-4959,2025-07-25,2025-08-17,2025-08-24,RT_SUI,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-19155,G-4757,2025-07-22,2025-08-17,2025-08-21,RT_SUI,RC_AAA,CH_CORP,Group,Checked-Out,1620,1,2,0
RES-19209,G-4304,2025-07-28,2025-08-17,2025-08-20,RT_SUI,RC_RACK,CH_CORP,Leisure,Checked-Out,1350,1,1,0
RES-19210,G-2357,2025-07-07,2025-08-17,2025-08-24,RT_OV,RC_PROMO,CH_GDS,Leisure,No-Show,0,1,2,1
RES-19305,G-4140,2025-08-15,2025-08-17,2025-08-19,RT_SQ,RC_CORP,CH_WALK,Business,Cancelled,0,1,2,0
RES-19544,G-2362,2025-08-15,2025-08-17,2025-08-18,RT_OV,RC_CORP,CH_GDS,Business,Checked-Out,280,1,2,0
RES-19676,G-3354,2025-08-03,2025-08-17,2025-08-20,RT_DK,RC_AAA,CH_OTA,Transient,Cancelled,0,1,2,0
RES-19688,G-3569,2025-06-28,2025-08-17,2025-08-21,RT_OV,RC_RACK,CH_DIR,Leisure,Checked-Out,1400,1,1,0
RES-19984,G-4619,2025-07-11,2025-08-17,2025-08-23,RT_SQ,RC_RACK,CH_CORP,Leisure,Checked-Out,900,1,1,1
RES-11023,G-3263,2025-07-25,2025-08-16,2025-08-18,RT_DK,RC_AAA,CH_DIR,Transient,Checked-Out,450,1,2,1
RES-11099,G-4476,2025-08-11,2025-08-16,2025-08-17,RT_SUI,RC_RACK,CH_GDS,Business,Checked-Out,450,1,1,0
RES-11219,G-1777,2025-08-13,2025-08-16,2025-08-18,RT_DK,RC_RACK,CH_OTA,Business,Checked-Out,500,1,1,0
RES-11625,G-3108,2025-06-04,2025-08-16,2025-08-20,RT_OV,RC_RACK,CH_DIR,Leisure,Cancelled,0,1,1,0
RES-11770,G-1190,2025-06-20,2025-08-16,2025-08-22,RT_SQ,RC_RACK,CH_CORP,Leisure,Checked-Out,900,1,1,1
RES-12136,G-4888,2025-07-22,2025-08-16,2025-08-17,RT_DK,RC_NONREF,CH_GDS,Group,Checked-Out,212.5,1,2,0
RES-12364,G-4218,2025-08-03,2025-08-16,2025-08-19,RT_DK,RC_AAA,CH_CORP,Transient,Cancelled,0,1,1,0
RES-12745,G-3817,2025-08-11,2025-08-16,2025-08-19,RT_DK,RC_NONREF,CH_WALK,Group,Cancelled,0,1,1,0
RES-12754,G-4478,2025-07-27,2025-08-16,2025-08-19,RT_OV,RC_RACK,CH_WALK,Transient,Checked-Out,1050,1,1,0
RES-13421,G-1617,2025-07-11,2025-08-16,2025-08-20,RT_SUI,RC_RACK,CH_WALK,Leisure,Confirmed,1800,1,1,1
RES-13599,G-4986,2025-07-01,2025-08-16,2025-08-19,RT_DK,RC_PROMO,CH_OTA,Leisure,Checked-Out,525,1,1,1
RES-13651,G-3307,2025-07-11,2025-08-16,2025-08-22,RT_OV,RC_PROMO,CH_CORP,Leisure,Checked-Out,1470,1,2,1
RES-13655,G-2781,2025-08-15,2025-08-16,2025-08-18,RT_SUI,RC_CORP,CH_GDS,Business,Checked-Out,720,1,2,0
RES-13762,G-3501,2025-08-05,2025-08-16,2025-08-18,RT_SQ,RC_NONREF,CH_WALK,Group,Checked-Out,255,1,2,1
RES-13800,G-4322,2025-08-10,2025-08-16,2025-08-17,RT_OV,RC_CORP,CH_WALK,Business,Cancelled,0,1,2,0
RES-13875,G-1040,2025-07-31,2025-08-16,2025-08-20,RT_OV,RC_AAA,CH_DIR,Transient,Checked-Out,1260,1,1,1
RES-13881,G-4944,2025-05-27,2025-08-16,2025-08-23,RT_OV,RC_PROMO,CH_WALK,Leisure,Checked-Out,1715,1,1,0
RES-14064,G-1858,2025-08-16,2025-08-16,2025-08-18,RT_OV,RC_RACK,CH_DIR,Business,Checked-Out,700,1,2,0
RES-14264,G-1796,2025-06-30,2025-08-16,2025-08-20,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,1260,1,2,0
RES-14609,G-4797,2025-08-14,2025-08-16,2025-08-18,RT_OV,RC_CORP,CH_WALK,Business,Checked-Out,560,1,2,1
RES-15004,G-3409,2025-07-08,2025-08-16,2025-08-23,RT_DK,RC_PROMO,CH_CORP,Leisure,Checked-Out,1225,1,1,1
RES-15122,G-3450,2025-06-13,2025-08-16,2025-08-21,RT_DK,RC_RACK,CH_GDS,Leisure,Checked-Out,1250,1,1,1
RES-15193,G-2380,2025-08-12,2025-08-16,2025-08-17,RT_DK,RC_RACK,CH_DIR,Business,Checked-Out,250,1,1,1
RES-15343,G-4386,2025-08-15,2025-08-16,2025-08-18,RT_OV,RC_CORP,CH_WALK,Business,Checked-Out,560,1,1,1
RES-15605,G-2023,2025-08-13,2025-08-16,2025-08-17,RT_SQ,RC_CORP,CH_DIR,Business,Checked-Out,120,1,1,0
RES-15642,G-3880,2025-07-14,2025-08-16,2025-08-22,RT_OV,RC_PROMO,CH_DIR,Leisure,Checked-Out,1470,1,1,0
RES-15764,G-3928,2025-07-14,2025-08-16,2025-08-22,RT_SUI,RC_RACK,CH_CORP,Leisure,Checked-Out,2700,1,1,0
RES-15832,G-4750,2025-08-09,2025-08-16,2025-08-17,RT_OV,RC_CORP,CH_GDS,Wholesale,Checked-Out,280,1,2,1
RES-16063,G-4308,2025-08-07,2025-08-16,2025-08-19,RT_DK,RC_PROMO,CH_GDS,Group,Checked-Out,525,1,2,0
RES-16285,G-4135,2025-07-28,2025-08-16,2025-08-18,RT_DK,RC_RACK,CH_DIR,Transient,Checked-Out,500,1,2,0
RES-16408,G-3532,2025-08-10,2025-08-16,2025-08-18,RT_DK,RC_CORP,CH_DIR,Business,Confirmed,400,1,1,0
RES-16704,G-3951,2025-05-31,2025-08-16,2025-08-22,RT_DK,RC_RACK,CH_DIR,Leisure,Checked-Out,1500,1,1,1
RES-16734,G-1191,2025-08-14,2025-08-16,2025-08-17,RT_OV,RC_CORP,CH_DIR,Business,Cancelled,0,1,1,1
RES-16772,G-1307,2025-06-07,2025-08-16,2025-08-20,RT_OV,RC_PROMO,CH_WALK,Leisure,Confirmed,980,1,2,0
RES-17157,G-2764,2025-06-07,2025-08-16,2025-08-22,RT_SUI,RC_PROMO,CH_CORP,Leisure,Checked-Out,1890,1,2,0
RES-17280,G-2356,2025-08-14,2025-08-16,2025-08-17,RT_SUI,RC_RACK,CH_OTA,Business,Checked-Out,450,1,1,0
RES-17457,G-1558,2025-07-21,2025-08-16,2025-08-20,RT_DK,RC_AAA,CH_DIR,Wholesale,Confirmed,900,1,2,0
RES-17626,G-1371,2025-07-22,2025-08-16,2025-08-20,RT_SQ,RC_RACK,CH_GDS,Transient,Checked-Out,600,1,1,0
RES-17772,G-3099,2025-05-27,2025-08-16,2025-08-21,RT_SQ,RC_RACK,CH_DIR,Leisure,Checked-Out,750,1,1,0
RES-17974,G-1843,2025-07-15,2025-08-16,2025-08-22,RT_OV,RC_PROMO,CH_WALK,Leisure,Checked-Out,1470,1,1,1
RES-17986,G-1171,2025-08-14,2025-08-16,2025-08-18,RT_DK,RC_RACK,CH_GDS,Business,Cancelled,0,1,2,0
RES-18014,G-4096,2025-07-28,2025-08-16,2025-08-21,RT_SUI,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,2,0
RES-18102,G-2735,2025-08-13,2025-08-16,2025-08-17,RT_SQ,RC_CORP,CH_DIR,Business,Checked-Out,120,1,1,0
RES-18187,G-2332,2025-08-10,2025-08-16,2025-08-18,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,560,1,1,0
RES-18440,G-2634,2025-07-12,2025-08-16,2025-08-19,RT_DK,RC_PROMO,CH_CORP,Leisure,Checked-Out,525,1,2,0
RES-18566,G-1898,2025-08-10,2025-08-16,2025-08-18,RT_SUI,RC_AAA,CH_GDS,Transient,Checked-Out,810,1,2,1
RES-18918,G-2703,2025-07-07,2025-08-16,2025-08-20,RT_SUI,RC_PROMO,CH_GDS,Leisure,Checked-Out,1260,1,1,1
RES-18921,G-4035,2025-08-10,2025-08-16,2025-08-18,RT_DK,RC_CORP,CH_OTA,Business,Cancelled,0,1,2,0
RES-18992,G-1847,2025-08-11,2025-08-16,2025-08-18,RT_DK,RC_RACK,CH_DIR,Business,No-Show,0,1,2,1
RES-19086,G-4191,2025-07-20,2025-08-16,2025-08-19,RT_SUI,RC_AAA,CH_DIR,Group,Checked-Out,1215,1,1,0
RES-19273,G-3831,2025-08-16,2025-08-16,2025-08-17,RT_SQ,RC_RACK,CH_DIR,Business,Checked-Out,150,1,2,1
RES-19351,G-4806,2025-08-07,2025-08-16,2025-08-20,RT_DK,RC_PROMO,CH_DIR,Transient,Checked-Out,700,1,2,1
RES-19611,G-1420,2025-08-06,2025-08-16,2025-08-17,RT_SQ,RC_CORP,CH_DIR,Group,Checked-Out,120,1,1,1
RES-19913,G-4588,2025-08-05,2025-08-16,2025-08-18,RT_SUI,RC_CORP,CH_CORP,Transient,Checked-Out,720,1,1,1
RES-10315,G-1717,2025-07-17,2025-08-15,2025-08-21,RT_SUI,RC_PROMO,CH_CORP,Leisure,Checked-Out,1890,1,2,0
RES-10503,G-3956,2025-06-09,2025-08-15,2025-08-21,RT_DK,RC_RACK,CH_OTA,Leisure,Checked-Out,1500,1,1,1
RES-10778,G-4283,2025-08-03,2025-08-15,2025-08-17,RT_SQ,RC_RACK,CH_DIR,Group,Cancelled,0,1,2,0
RES-10995,G-2254,2025-08-10,2025-08-15,2025-08-16,RT_DK,RC_RACK,CH_DIR,Business,No-Show,0,1,1,1
RES-11351,G-2379,2025-08-11,2025-08-15,2025-08-16,RT_SUI,RC_CORP,CH_WALK,Business,Checked-Out,360,1,1,0
RES-11416,G-3116,2025-05-31,2025-08-15,2025-08-19,RT_DK,RC_RACK,CH_WALK,Leisure,Checked-Out,1000,1,1,1
RES-11496,G-4359,2025-08-13,2025-08-15,2025-08-17,RT_DK,RC_RACK,CH_DIR,Business,Checked-Out,500,1,2,1
RES-12452,G-2156,2025-07-19,2025-08-15,2025-08-20,RT_OV,RC_RACK,CH_CORP,Leisure,Checked-Out,1750,1,1,1
RES-12723,G-3453,2025-06-27,2025-08-15,2025-08-22,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,735,1,2,0
RES-13269,G-3249,2025-07-30,2025-08-15,2025-08-18,RT_SQ,RC_AAA,CH_DIR,Transient,Checked-Out,405,1,1,1
RES-14868,G-1277,2025-07-17,2025-08-15,2025-08-18,RT_SUI,RC_AAA,CH_WALK,Transient,Cancelled,0,1,2,0
RES-15000,G-1929,2025-07-12,2025-08-15,2025-08-20,RT_OV,RC_PROMO,CH_CORP,Leisure,Checked-Out,1225,1,1,0
RES-15070,G-4746,2025-06-12,2025-08-15,2025-08-18,RT_OV,RC_PROMO,CH_GDS,Leisure,Checked-Out,735,1,1,0
RES-15620,G-2337,2025-07-27,2025-08-15,2025-08-20,RT_DK,RC_PROMO,CH_CORP,Leisure,Checked-Out,875,1,1,1
RES-16353,G-1951,2025-08-03,2025-08-15,2025-08-18,RT_OV,RC_CORP,CH_CORP,Transient,Checked-Out,840,1,1,0
RES-16495,G-2422,2025-08-10,2025-08-15,2025-08-18,RT_SQ,RC_AAA,CH_WALK,Group,Checked-Out,405,1,1,0
RES-16641,G-2520,2025-07-29,2025-08-15,2025-08-17,RT_SUI,RC_CORP,CH_WALK,Wholesale,Checked-Out,720,1,2,1
RES-17143,G-3541,2025-08-09,2025-08-15,2025-08-16,RT_OV,RC_RACK,CH_DIR,Business,Checked-Out,350,1,1,1
RES-17466,G-3578,2025-08-10,2025-08-15,2025-08-17,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,400,1,1,1
RES-17477,G-3842,2025-07-07,2025-08-15,2025-08-21,RT_OV,RC_RACK,CH_OTA,Leisure,No-Show,0,1,2,0
RES-17837,G-4485,2025-08-14,2025-08-15,2025-08-16,RT_DK,RC_CORP,CH_WALK,Business,Cancelled,0,1,1,1
RES-17908,G-4729,2025-07-29,2025-08-15,2025-08-22,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,2205,1,2,1
RES-18000,G-1579,2025-07-10,2025-08-15,2025-08-19,RT_DK,RC_RACK,CH_GDS,Leisure,Checked-Out,1000,1,2,1
RES-18056,G-1034,2025-06-26,2025-08-15,2025-08-21,RT_DK,RC_PROMO,CH_OTA,Leisure,Checked-Out,1050,1,1,0
RES-18067,G-3169,2025-08-11,2025-08-15,2025-08-16,RT_SUI,RC_CORP,CH_WALK,Business,Checked-Out,360,1,1,1
RES-18300,G-4248,2025-08-12,2025-08-15,2025-08-16,RT_SQ,RC_RACK,CH_OTA,Business,Cancelled,0,1,2,1
RES-18342,G-3048,2025-06-26,2025-08-15,2025-08-21,RT_DK,RC_RACK,CH_WALK,Leisure,Checked-Out,1500,1,2,1
RES-18805,G-1976,2025-08-11,2025-08-15,2025-08-17,RT_SQ,RC_CORP,CH_DIR,Business,Checked-Out,240,1,2,1
RES-18906,G-2956,2025-07-26,2025-08-15,2025-08-18,RT_DK,RC_RACK,CH_DIR,Leisure,Checked-Out,750,1,2,0
RES-18998,G-4996,2025-07-10,2025-08-15,2025-08-18,RT_SQ,RC_RACK,CH_DIR,Leisure,Checked-Out,450,1,1,1
RES-19087,G-1608,2025-07-20,2025-08-15,2025-08-17,RT_OV,RC_RACK,CH_CORP,Wholesale,Checked-Out,700,1,1,0
RES-19814,G-2998,2025-06-27,2025-08-15,2025-08-21,RT_SQ,RC_RACK,CH_OTA,Leisure,Checked-Out,900,1,2,0
RES-19870,G-3744,2025-08-14,2025-08-15,2025-08-17,RT_OV,RC_CORP,CH_GDS,Business,No-Show,0,1,2,0
RES-10674,G-3947,2025-07-16,2025-08-14,2025-08-15,RT_SUI,RC_PROMO,CH_GDS,Wholesale,Checked-Out,315,1,1,0
RES-10768,G-2976,2025-05-17,2025-08-14,2025-08-17,RT_OV,RC_RACK,CH_CORP,Leisure,Checked-Out,1050,1,1,0
RES-11065,G-1984,2025-06-17,2025-08-14,2025-08-20,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,630,1,2,0
RES-11826,G-3382,2025-08-14,2025-08-14,2025-08-15,RT_OV,RC_RACK,CH_DIR,Business,Checked-Out,350,1,2,1
RES-11839,G-2040,2025-05-30,2025-08-14,2025-08-21,RT_SQ,RC_PROMO,CH_DIR,Leisure,Checked-Out,735,1,1,1
RES-11947,G-3246,2025-07-02,2025-08-14,2025-08-19,RT_DK,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-11983,G-4788,2025-08-11,2025-08-14,2025-08-15,RT_OV,RC_CORP,CH_CORP,Business,No-Show,0,1,2,0
RES-12581,G-3734,2025-08-08,2025-08-14,2025-08-16,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,560,1,1,0
RES-12671,G-3817,2025-08-06,2025-08-14,2025-08-18,RT_DK,RC_PROMO,CH_WALK,Wholesale,Checked-Out,700,1,1,1
RES-13288,G-2078,2025-07-22,2025-08-14,2025-08-15,RT_OV,RC_RACK,CH_CORP,Group,Cancelled,0,1,2,1
RES-13389,G-1703,2025-07-24,2025-08-14,2025-08-16,RT_OV,RC_NONREF,CH_WALK,Wholesale,Checked-Out,595,1,2,1
RES-14631,G-2697,2025-08-09,2025-08-14,2025-08-16,RT_OV,RC_CORP,CH_OTA,Business,Checked-Out,560,1,1,1
RES-14918,G-2696,2025-08-13,2025-08-14,2025-08-16,RT_DK,RC_CORP,CH_OTA,Business,Cancelled,0,1,2,1
RES-15098,G-4786,2025-08-09,2025-08-14,2025-08-16,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,400,1,1,0
RES-15286,G-4269,2025-05-31,2025-08-14,2025-08-20,RT_DK,RC_PROMO,CH_GDS,Leisure,Confirmed,1050,1,2,1
RES-15404,G-1516,2025-07-16,2025-08-14,2025-08-18,RT_DK,RC_CORP,CH_OTA,Transient,Cancelled,0,1,1,1
RES-15416,G-4560,2025-07-27,2025-08-14,2025-08-16,RT_OV,RC_NONREF,CH_OTA,Wholesale,Checked-Out,595,1,2,1
RES-15938,G-3104,2025-06-27,2025-08-14,2025-08-17,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,315,1,2,1
RES-16686,G-3696,2025-08-14,2025-08-14,2025-08-16,RT_DK,RC_CORP,CH_CORP,Business,Confirmed,400,1,2,1
RES-16835,G-4354,2025-07-21,2025-08-14,2025-08-17,RT_SUI,RC_RACK,CH_GDS,Leisure,Checked-Out,1350,1,1,1
RES-16874,G-1883,2025-08-14,2025-08-14,2025-08-15,RT_DK,RC_RACK,CH_GDS,Business,Checked-Out,250,1,2,0
RES-17060,G-2635,2025-07-30,2025-08-14,2025-08-16,RT_OV,RC_NONREF,CH_WALK,Transient,Checked-Out,595,1,1,1
RES-17151,G-4217,2025-08-11,2025-08-14,2025-08-16,RT_OV,RC_CORP,CH_OTA,Business,No-Show,0,1,1,1
RES-17164,G-1446,2025-07-27,2025-08-14,2025-08-21,RT_SUI,RC_RACK,CH_WALK,Leisure,Cancelled,0,1,1,0
RES-17556,G-1279,2025-08-10,2025-08-14,2025-08-15,RT_OV,RC_RACK,CH_CORP,Business,Checked-Out,350,1,1,0
RES-17738,G-1298,2025-05-22,2025-08-14,2025-08-21,RT_OV,RC_PROMO,CH_GDS,Leisure,Checked-Out,1715,1,2,0
RES-17839,G-4164,2025-08-13,2025-08-14,2025-08-16,RT_DK,RC_RACK,CH_CORP,Business,Checked-Out,500,1,2,1
RES-18497,G-1978,2025-08-10,2025-08-14,2025-08-16,RT_SUI,RC_CORP,CH_WALK,Business,Checked-Out,720,1,1,0
RES-18676,G-1752,2025-07-29,2025-08-14,2025-08-15,RT_DK,RC_RACK,CH_WALK,Transient,Checked-Out,250,1,1,0
RES-19023,G-2759,2025-08-11,2025-08-14,2025-08-16,RT_DK,RC_CORP,CH_CORP,Business,No-Show,0,1,1,1
RES-19290,G-4444,2025-08-04,2025-08-14,2025-08-16,RT_DK,RC_AAA,CH_WALK,Group,Checked-Out,450,1,2,0
RES-19373,G-1773,2025-06-20,2025-08-14,2025-08-19,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,525,1,2,0
RES-19457,G-3330,2025-07-17,2025-08-14,2025-08-19,RT_SQ,RC_RACK,CH_DIR,Leisure,Checked-Out,750,1,2,1
RES-19480,G-1288,2025-07-03,2025-08-14,2025-08-19,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,525,1,2,0
RES-19512,G-2184,2025-08-07,2025-08-14,2025-08-16,RT_OV,RC_CORP,CH_GDS,Group,Cancelled,0,1,1,0
RES-19768,G-4681,2025-06-22,2025-08-14,2025-08-21,RT_SQ,RC_PROMO,CH_WALK,Leisure,Confirmed,735,1,2,0
RES-19798,G-2492,2025-07-29,2025-08-14,2025-08-18,RT_SUI,RC_AAA,CH_WALK,Group,No-Show,0,1,2,1
RES-19919,G-2080,2025-07-02,2025-08-14,2025-08-18,RT_OV,RC_PROMO,CH_OTA,Leisure,Checked-Out,980,1,1,1
RES-10044,G-2890,2025-06-04,2025-08-13,2025-08-20,RT_SUI,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,1,1
RES-10572,G-1716,2025-08-07,2025-08-13,2025-08-14,RT_SQ,RC_CORP,CH_CORP,Business,Checked-Out,120,1,2,1
RES-11093,G-4797,2025-08-13,2025-08-13,2025-08-15,RT_OV,RC_CORP,CH_DIR,Business,Checked-Out,560,1,1,1
RES-11335,G-4306,2025-07-27,2025-08-13,2025-08-17,RT_OV,RC_AAA,CH_CORP,Transient,Checked-Out,1260,1,1,1
RES-11636,G-2868,2025-06-21,2025-08-13,2025-08-17,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,700,1,1,1
RES-12840,G-1845,2025-07-17,2025-08-13,2025-08-16,RT_DK,RC_AAA,CH_CORP,Wholesale,Checked-Out,675,1,1,0
RES-12930,G-3697,2025-07-15,2025-08-13,2025-08-16,RT_SUI,RC_PROMO,CH_GDS,Leisure,Confirmed,945,1,2,0
RES-13109,G-3230,2025-07-15,2025-08-13,2025-08-14,RT_SQ,RC_PROMO,CH_DIR,Transient,Checked-Out,105,1,1,0
RES-13206,G-4175,2025-08-13,2025-08-13,2025-08-14,RT_SQ,RC_CORP,CH_WALK,Business,Checked-Out,120,1,2,1
RES-13241,G-4091,2025-08-02,2025-08-13,2025-08-15,RT_DK,RC_NONREF,CH_GDS,Group,Checked-Out,425,1,1,1
RES-13704,G-4643,2025-07-16,2025-08-13,2025-08-17,RT_DK,RC_RACK,CH_OTA,Transient,Cancelled,0,1,2,0
RES-13899,G-1493,2025-07-15,2025-08-13,2025-08-17,RT_DK,RC_CORP,CH_GDS,Wholesale,Checked-Out,800,1,1,1
RES-13986,G-1866,2025-07-17,2025-08-13,2025-08-16,RT_SUI,RC_NONREF,CH_WALK,Wholesale,Checked-Out,1147.5,1,2,1
RES-14111,G-4622,2025-07-28,2025-08-13,2025-08-16,RT_DK,RC_PROMO,CH_GDS,Group,Cancelled,0,1,1,0
RES-14383,G-3454,2025-08-11,2025-08-13,2025-08-14,RT_SUI,RC_RACK,CH_CORP,Business,Checked-Out,450,1,2,1
